id,ownerUsername,timestamp,locationName,caption,type,likesCount,commentsCount,videoViewCount,videoPlayCount,videoDuration,videoUrl,musicInfo/artist_name,musicInfo/audio_id,musicInfo/should_mute_audio,musicInfo/should_mute_audio_reason,musicInfo/song_name,musicInfo/uses_original_audio,isSponsored,isPinned,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,user_followersCount
3522923886333240203,user1,2024-12-14T14:07:55.000Z,Malta,"🐟 

.
.
.
.
.
.
.

#fallstyle #outfitinspiration #coastalstyle #longskirtstyling #thriftedoutfit #vintagestyling #outfitinspo #eurofall #pinterestaesthetic #contentcreatormalta #microinfluencer #styleinspo #ootd",Sidecar,-1,114,,,,,,,,,,,False,,fallstyle,outfitinspiration,coastalstyle,longskirtstyling,thriftedoutfit,vintagestyling,outfitinspo,eurofall,pinterestaesthetic,contentcreatormalta,microinfluencer,styleinspo,ootd,,,,,2017
3515616726511352970,user1,2024-12-04T12:09:54.000Z,"Valletta, Malta","🌞

.
.
.
.
.
.
.
.

Fall outfit, thrifted style, vintage clothing outfit inspiration. #streetstyle #thriftedootd #maltacontentcreator #outfitinspo #styleinspo #fallfits #pinterestaesthetic #cafeoutfit #pinterestoutfit",Sidecar,-1,118,,,,,,,,,,,False,,streetstyle,thriftedootd,maltacontentcreator,outfitinspo,styleinspo,fallfits,pinterestaesthetic,cafeoutfit,pinterestoutfit,,,,,,,,,2017
3504077318599620013,user1,2024-11-18T14:03:09.000Z,"Naples, Italy","🖼️

.
.
.
.
.
.
.
.

Thrifted fashion inspo, fall outfit, skirt look, layered outfit, Italy outfit, street style, museum aesthetic. #pinterestfall #pinteresteurope #italyootd #museumoutfit #layeredoutfit #fallfits #thriftedstyle #streetstyle #outfitinspiration",Sidecar,-1,127,,,,,,,,,,,False,,pinterestfall,pinteresteurope,italyootd,museumoutfit,layeredoutfit,fallfits,thriftedstyle,streetstyle,outfitinspiration,,,,,,,,,2017
3500422427586962100,user1,2024-11-13T13:01:32.000Z,"Naples, Italy","🦂

.
.
.
.
.
.

Night out style, evening look, tights look, heeled outfit, mini skirt, vintage shirt, thrifted clothing styled. #italianevening #nightoutlook #birthdayoutfit #thriftedstyle #streetstyle #eurofashion #falloutfit #pinterestnightout #pinteresteurope #italyoutfit #styleinspo",Sidecar,-1,169,,,,,,,,,,,False,,italianevening,nightoutlook,birthdayoutfit,thriftedstyle,streetstyle,eurofashion,falloutfit,pinterestnightout,pinteresteurope,italyoutfit,styleinspo,,,,,,,2017
3502520894870331632,user1,2024-11-16T10:30:49.000Z,"Sorrento, Italy","☮️🫂🌞 the most beautiful day 

.
.
.
.
.
.
.
.

#birthdayoutfit #fallfits #outfitinspiration #italyootd #coastaloutfit #longskirtlook #vintageclothingstyle #thriftedoutfit #outfitinspo #elegantaesthetic #pinterestaesthetic #italianfall #styleinspo #ootd #eurofallstyle",Sidecar,-1,159,,,,,,,,,,,False,,birthdayoutfit,fallfits,outfitinspiration,italyootd,coastaloutfit,longskirtlook,vintageclothingstyle,thriftedoutfit,outfitinspo,elegantaesthetic,pinterestaesthetic,italianfall,styleinspo,ootd,eurofallstyle,,,2017
3510596884330732735,user1,2024-11-27T13:56:22.000Z,"Gozo, Malta","I’ll be here from now on 🏜️

.
.
.
.
.
.
.
.
.

#outfitinspiration #influencermalta #falloutfit #eurofall #pinterestaesthetic #coastaloutfit #longskirtlook #thriftedstyle #styleinspiration #outfitinspo",Sidecar,-1,151,,,,,,,,,,,False,,outfitinspiration,influencermalta,falloutfit,eurofall,pinterestaesthetic,coastaloutfit,longskirtlook,thriftedstyle,styleinspiration,outfitinspo,,,,,,,,2017
3518575833828663340,user1,2024-12-08T14:09:07.000Z,"Valletta, Malta","Happy Christmas month <3

.
.
.
.
.
.
.

Christmas market aesthetic, December outfit, denim look, all denim outfit, street style, outfit inspo winter. #winterootd #streetstyle #denimlook #thriftedstyle #dieseldenim #outfitinspo #pinterestaesthetic #y2koutfit #lowrisejeans #styleinspo #contentcreatormalta",Sidecar,-1,114,,,,,,,,,,,False,,winterootd,streetstyle,denimlook,thriftedstyle,dieseldenim,outfitinspo,pinterestaesthetic,y2koutfit,lowrisejeans,styleinspo,contentcreatormalta,,,,,,,2017
3507574123173966037,user1,2024-11-23T09:50:40.000Z,"Naples, Italy","Last from Napoli ❤️‍🩹

.
.
.
.
.
.
.
.
.

Fall aesthetic, fall outfit in Italy, autumn outfit inspo, thrifted outfit, street style. #streetstyle #italyootd #autumnoutfits #fallfits #outfitinspiration #pinterestfall #euroaesthetics #styleinspo #thriftedoutfit #microinfluencer #influencermalta #contentcreator #howtostyle",Sidecar,-1,132,,,,,,,,,,,False,,streetstyle,italyootd,autumnoutfits,fallfits,outfitinspiration,pinterestfall,euroaesthetics,styleinspo,thriftedoutfit,microinfluencer,influencermalta,contentcreator,howtostyle,,,,,2017
3505569295782409401,user2,2024-11-20T15:27:26.000Z,,"which one would you wear?
#fallfit #autumnfits #vintagefits",Sidecar,-1,116,,,,,,,,,,,False,,fallfit,autumnfits,vintagefits,,,,,,,,,,,,,,,0
3525168600442355080,user3,2024-12-17T16:27:46.000Z,"Valletta, Malta","GIVEAWAY / a d💘 to all the fashion girlies, we’re giving away YET ANOTHER personalised experience ✨ Win a €100 curated collection just for YOU! It will be based on your size & pinterest board complete with different options to try on during your fitting 🥰 all you have to do is:
1. Follow @_thrift_in_the_city_ , @mayamifsud__ & @hey_its_samii 👯‍♀️
2. Like & tag your friends (1 comment=1 entry so comment as many times as you’d like)
3. Reshare this! ✨🎄 winner announced in a week, good luck!! 💘
-
#thriftmalta #thriftvalletta #malta #valletta #christmasinvalletta #christmas",Sidecar,249,575,,,,,,,,,,,False,,thriftmalta,thriftvalletta,malta,valletta,christmasinvalletta,christmas,,,,,,,,,,,,0
3514359480114189337,user4,2024-12-02T18:32:23.000Z,Malta,"Nothing starts the week off better than pretending to be in a 2000s romcom, just saying ✨☁️ i thrifted this dress a few weeks ago from @_thrift_in_the_city_ / a d & paired it my dream denim jacket aaaaaand my y2k sunnies that i got from a charity shop called Give & Take in M’Scala! ✨ How do you start your week? 👀💭
-
-
#girlworld #thriftmalta #thriftvalletta #valletta #thriftinginmalta #grwm",Video,-1,0,662.0,3585.0,19.766,https://instagram.fosu2-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQN6TuFr8IL1cZejnf2izcJn6yV4HEuNq9WM3qAaBBizY_kGH0mSusxb6_3sFdhIwIf7ssfZ93SwYAIGcUl2NK2u1oC6vONXr9gqOQQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=101&vs=455151907605207_369890391&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81OTQ0REVGQjgxOEQ4RDkzNEUyNjRGNTAxNzJEMUM4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dDUHI5UnRILW5CYTJZZ0JBR2lUYm5uMmVvUWRicV9FQUFBRhUCAsgBACgAGAAbABUAACa0pfCfqIyGQBUCKAJDMywXQDPEGJN0vGoYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=970a55535c&ccb=9-4&oh=00_AYCCyr34vB8IZnA6YLNApcffejfsmLV10X-FEn2K4HqKKA&oe=67670461&_nc_sid=10d13b,SZA,244791000000000.0,False,,Good Days,False,False,,girlworld,thriftmalta,thriftvalletta,valletta,thriftinginmalta,grwm,,,,,,,,,,,,17648
3523740903241527920,user3,2024-12-15T17:11:33.000Z,Il-Belt Valletta,"Something a little different on Day 15 💘 we strongly encourage you to take part in this special project- happening currently until the 20th ✨ thank YOU for always supporting us- we wouldn’t have been able to do all this without all of you! 🩷 more to come…soon! 
-
#thriftmalta #thriftvalletta #malta #valletta",Video,-1,5,1682.0,7375.0,27.1,https://instagram.fhyd11-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOdBHhx6giA46rdJP-c8xGO3Qw-brBB8xN4EKwTzQrdzht4o1kjTMiJTTqhcOb1zEjIIJaF0LzfthljcE4HnLx-6XGjBBWVds0AcH4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=111&vs=1119304756256552_1506440880&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80RDRERjE5RTdCOUE0NkFENTRFNzkzQUU4MzM3MDg4Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dIemxCUnhndGtKNG1URUNBT0pWMjZiVC10dzlicV9FQUFBRhUCAsgBACgAGAAbABUAACbm%2FYKEjf7rPxUCKAJDMywXQDsZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=e8406aaffd&ccb=9-4&oh=00_AYC9_Pvsg9J4TkvUAuJ18uWtjUWO4H8m2Ib7FUkN89ZvRA&oe=67671EA9&_nc_sid=10d13b,Ariana Grande,814865000000000.0,False,,Santa Tell Me,False,False,,thriftmalta,thriftvalletta,malta,valletta,,,,,,,,,,,,,,0
3518552322961288831,user4,2024-12-08T13:22:24.000Z,"Valletta, Malta","the final race weekend of the year 😭 who will it be; Ferrari or McLaren? 🥹💘
-
-
#f1 #f1girlie #thriftmalta #malta #christmas",Sidecar,-1,3,,,,,,,,,,,False,,f1,f1girlie,thriftmalta,malta,christmas,,,,,,,,,,,,,17648
3514107396905747664,user1,2024-12-02T10:11:07.000Z,"Valletta, Malta",":* 

.
.
.
.
.
.
.

#eveninglook #leapardprint #thriftedstyle #vintagedress #dresslook #socksandheels #falloutfit #automnstyle #nightoutlook #outfitinspo #styleinspo #dressinspo #pinterestfall #maltainfluencer",Sidecar,-1,112,,,,,,,,,,,False,,eveninglook,leapardprint,thriftedstyle,vintagedress,dresslook,socksandheels,falloutfit,automnstyle,nightoutlook,outfitinspo,styleinspo,dressinspo,pinterestfall,maltainfluencer,,,,2017
3509273028711881888,user4,2024-11-25T18:08:51.000Z,"Valletta, Malta","Something a biiiit different 👀🦌 earlier last week, we shot our first Christmas campaign with an amazing team 👯‍♀️🥹 we seriously cannot wait to reveal what we have in store…🎀👀 A D in collaboration with:
Photographer: @themitchofficial 
Models: @kora_aras @tashschembri @miriamxmuscat 
Styling: @_thrift_in_the_city_ @mayamifsud__ @hey_its_samii 
Makeup: @falzonclaire 
We’re so excited to share it all!! 🥹🎀
-
-
#thriftmalta #thriftvalletta #malta #valletta #christmasmalta",Video,-1,4,4542.0,18474.0,63.645,https://instagram.fmel8-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQN6y-VEe_eiRkQTFz9difrChWsi95kUspui7m21zR5USsMVs4_WXRrtymT1JMo6jsdEIe28P7wJ-i39ltk48V_ry7UL0hKLRbX4oQc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=100&vs=1071864124425822_1902923553&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EOTREQzc1OTlEQjdERTE2RjA3QUMwOUNGNjU3QzNBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dBYlM2eHZPT0pnMVhNSUZBSzlKWS1oREp6NVlicV9FQUFBRhUCAsgBACgAGAAbABUAACbqgeKt4aKWQBUCKAJDMywXQE%2FRBiTdLxsYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=3a28040a9f&ccb=9-4&oh=00_AYAAgKrt8Hlkj0jh0yWqCEt7OqgX45U-s4bCrwmvMO6gPA&oe=6767003C&_nc_sid=10d13b,Ariana Grande,1683168321779543.0,False,,Winter Things,False,False,,thriftmalta,thriftvalletta,malta,valletta,christmasmalta,,,,,,,,,,,,,17648
3522868452768965113,user5,2024-12-14T12:17:47.000Z,,today’s little fit for meetings with my new thrifted leather jacket (!!!!!)🫶🏼✨ I’ve been looking for one for ages now & this just hit the right spot!!! (& the rule of thirds perfectly🥹),Sidecar,-1,4,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,9344
3521400911240526625,user5,2024-12-12T11:42:02.000Z,,"Completely forgot about these photos but I feel like it’s a milestone for me to be able to fully feel myself wearing @thedaintyvintage 🥹 my loves the new drop is going to be ✨✨✨✨ as someone who has grown to love oversized, masculine clothing, I genuinely sometimes really struggle feeling feminine especially in winter - where there’s layers over layers.. but I feel like Dainty is helping me balance it out nicely🤍 & I genuinely hope that it can help do the same for all of you- find and embody all the styles that truly make you feel yourself🧚🏼‍♀️",Sidecar,192,11,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,9344
3525695860022723488,user5,2024-12-18T10:01:21.000Z,,I knew the second I found this Dickies work shirt at a thrift market that I wanted to style it over lace - effortlessly gives a feminine touch🤓✨🫶🏼,Video,-1,1,1516.0,4445.0,8.915,https://instagram.fhan3-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQPVM5ExSUHCv_301cExnh_oP71hXA2YavZ8iCutajxTE8ReyaO9YV128eFTl9pPckQ9RsAtLOOBFSQNGX_8Jm4BIXDDT9XE9gujk5U.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=107&vs=837168738421320_2547461242&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CQzQwOTAyQzc3QzY4QkY4QjY4NzRBMjI4NjE1NjRCNl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dNSk5CaHl0dkFZSXdUd0RBT3dwSTMzNUd6TVhicV9FQUFBRhUCAsgBACgAGAAbABUAACbohfzVuJzcPxUCKAJDMywXQCHMzMzMzM0YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=728759c495&ccb=9-4&oh=00_AYCZXirOgBXWrulXkJWBt9GZYtU7nY5wrmZoiqHpk6f9ew&oe=676723DE&_nc_sid=10d13b,jes_28,9229406210408764.0,False,,Original audio,True,False,,,,,,,,,,,,,,,,,,,9344
3506163363002036216,user6,2024-11-21T11:10:53.000Z,,You got us at thrift🤭 & the best time to thrift is now whilst everything is on sale 🤓✨ find the pieces we’ve curated for you online on  daintyvintage.com at 15% off🫶🏼 we’ll pack it with lots of love & it’ll be at your doorstep the next day x,Video,875,4,4937.0,17355.0,6.221,https://instagram.fhyd11-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQN6X0-rLaXNVPGOH0yPKZ0Z1mNqb46jB6yjG9j6m2b6rklSgPuIGHhz6SfjdQ9Dj08GeeiYJC8mjkAb4ryqCh_0Hkh2kYVBpDMihi4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=110&vs=859597289692370_2550945116&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRTQwRjUxQjZFRUUyQjhERDg0NkMyODNEQzE4NkFCNl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dQM2YzaHV0cVBaaU1ub0RBQng4NEZsZnU1bGVicV9FQUFBRhUCAsgBACgAGAAbABUAACbEiODnxtuyQBUCKAJDMywXQBjMzMzMzM0YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=4ee85b28b8&ccb=9-4&oh=00_AYDRdHi3r5DKW3xng2QfrgFTkkGMgYNt65VlEw-tirYz-Q&oe=6766EC40&_nc_sid=10d13b,"We Are Not Friends, Nextime",1528844857701600.0,False,,Save the World,False,False,,,,,,,,,,,,,,,,,,,0
3497635367819564730,user4,2024-11-09T16:45:40.000Z,Malta,"Tomorrow’s my birthday dinner & I DON’T KNOW WHAT TO WEAR 🥲💘 help a girl out- which screams birthday the most? 1, 2 or 3? 🖤
-
-
-
#thriftmalta #malta #birthdayoutfit #scropioseason♏️ #helpmechoose",Video,-1,107,2932.0,23067.0,41.966,https://instagram.fbkk5-7.fna.fbcdn.net/o1/v/t16/f2/m86/AQP_HYOUQsdZTiar_a81ITaYWLFkhan_9dSsODEerDez_hzxsBOFqNUY9ghFZ_t5nZtkSNmxv7FgBz4V_sOXpW5BuxVmSnEaqID1hSM.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1078702447035647_1735416740&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83RTQ0REU3NkYyNzZCMkUwQjAzRkIxQjZCMkREQTVBNl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dOdmR5eHNXWGJ6Ynk5Z0RBS3lxWlhfakRyZEFicV9FQUFBRhUCAsgBACgAGAAbABUAACbE6dzd7o7QQRUCKAJDMywXQET7peNT988YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=bce6d6c671&ccb=9-4&oh=00_AYDKtGDmIKJPj7OSPQbfwTZvTzS_wgCqF0yCBWKpAhRdQg&oe=6766F587&_nc_sid=10d13b,Aziya,1230812628257090.0,False,,bambi,False,False,,thriftmalta,malta,birthdayoutfit,scropioseason♏️,helpmechoose,,,,,,,,,,,,,17648
3504148890120676643,user4,2024-11-18T16:25:21.000Z,"Malta, Europe","The story of THE green leather jacket—if you’ve been around a while, you’ve heard it before 🐍 It all started in Toulouse, our first stop after the airport. Wandering into a little thrift shop, it felt like Belgium ‘16 all over again, but this time I truly appreciated the joy of thrifting abroad 🥹! I was spoilt with choice before, but in 2022, that first shop had the jacket—gorgeous, timeless, and mine instantly. It was a trip of meeting amazing second-hand shop owners and fast forward to now, running my own thrift shop feels surreal ✨. Here’s to two years of styling a forever piece, one I’ll treasure and pass on 💚✨
-
-
-
#timelesspiece #greenjacket #thrift #thriftmalta #thrifttoulouse #france",Sidecar,-1,1,,,,,,,,,,,False,,timelesspiece,greenjacket,thrift,thriftmalta,thrifttoulouse,france,,,,,,,,,,,,17648
3499791575509173540,user3,2024-11-12T16:08:09.000Z,"Valletta, Malta","A D/ BIRTHDAY GIVEAWAY WORTH €200 💘 we promised a month full of surprises & that starts now 👀✨Win a €50 @_thrift_in_the_city_ voucher, a €50 studio shoot voucher by @monique_gatt , a free makeup application by @nicolebusuttil_mua worth €50 & a spot in a Christmas Cookie decorating workshop by @somethingsweet_mt 😱✨
-
1. Like this post & tag your friends 🎀 (1 comment = 1 entry so comment as many times as you’d like!)
2. Follow all the collaborators ) @_thrift_in_the_city_ , @monique_gatt , @nicolebusuttil_mua , @somethingsweet_mt , @mayamifsud__ & @hey_its_samii )
3. BONUS! Reshare this post & be sure to tag us!
Winner will be announced by @_thrift_in_the_city_ on Tuesday, November 19th 💘 Good luck 🫧
-
-
#thriftmalta #thriftvalletta #malta #valletta #giveaway #giveawaymalta",Sidecar,475,378,,,,,,,,,,,False,,thriftmalta,thriftvalletta,malta,valletta,giveaway,giveawaymalta,,,,,,,,,,,,0
3504875505523929771,user3,2024-11-19T16:30:17.000Z,"Valletta, Malta","It’s that time again—Kilo Sale Day at Thrift in the City! 💘 This Sunday from 10-4, get ready to thrift clothes by the kilogram, not by the unit here at 301, TITC, St. Paul’s street, Valletta 👀 With over 800KG of treasures to discover, it’s the ultimate shopping experience for vintage, modern and Y2K lovers alike ✨ Don’t miss out, babes—see you there! XOXO, the TITC girlies 🎀 | a d 
-
-
#kilosalemalta #thriftvalletta #thriftmalta #valletta #malta ✨",Video,271,3,3738.0,14086.0,21.477,https://instagram.fbne5-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNSd02SiI6R4Ajv3ZQEWPKgYPF-WrmtqrprPt-XzKhmLJ55kF0bUR9Ncalls_ZFyAAepjqGvIT896cs5pr2m9UlMu8ixoR4ZMONnYQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=928642611971101_3834137122&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81MTQ0QTY0OEVFNDc2RDk4RjFCQjBEQUJBMUM2NjRBN192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dCR0UxaHQzN1VBcGs4WUpBSzVsVFdVVk9uSlRicV9FQUFBRhUCAsgBACgAGAAbABUAACaG%2FtfRj8buPxUCKAJDMywXQDVu2RaHKwIYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=6c51810aa6&ccb=9-4&oh=00_AYBRP1j-QYa_IC2YOGT2BwWIHTmSazvuQD8j6WRI91Cs-Q&oe=6766F462&_nc_sid=10d13b,"FLO, GloRilla",433347000000000.0,False,,In My Bag,False,False,,kilosalemalta,thriftvalletta,thriftmalta,valletta,malta,,,,,,,,,,,,,0
3496117386269120968,user4,2024-11-07T14:28:11.000Z,Malta,"23 years later…& i’m still out here confusing everyone, including myself 😆✨a year of growth, love & committing to dreams 💘
-
Collaborations:
📸: the bravissima @monique_gatt who turned me into a model 👀🤭
💇‍♀️: the magic makers over at @wadgestudio who never fail to impress 🥹
💄: the artistic @nicolebusuttil_mua who made me look amaaaaaazing! 🎀
🎂: the most beautiful lemon & raspberry cake by @somethingsweet_mt 🎂
👗: a surreal tag from our own thrift shop, @_thrift_in_the_city_ 💘
💅: my cherry nails- a set close to my heart @nailedit_byb 🥹✨
🖤: ink by @6moonstattoostudio who made me fall in love with my skin all over again
👯‍♀️: love sharing birthday month with you 💘 @mayamifsud__ 
-
#thriftmalta #thriftvalletta #malta #thrift #scorpioseason #novemberbabies #birthday",Sidecar,511,79,,,,,,,,,,,False,,thriftmalta,thriftvalletta,malta,thrift,scorpioseason,novemberbabies,birthday,,,,,,,,,,,17648
3493977599865063180,user4,2024-11-04T15:37:38.000Z,Malta,"Help me choose my outfit for a busy day tomorrow 💘 & yes, you heard it right 🤭 all the items I’m wearing are thrifted 😳 Here’s where I got everything from:
Outfit 1 🖤🍸: 
Vest + Pants; @_thrift_in_the_city_ , Valletta
Leather jacket + Bag; Stepping Stone, Fleur De Lys
Headscarf; it was originally a shirt but i ✂️ it into a headscarf- if i’m not mistaken, I thrifted this from PAWS in San Ġwann
Outfit 2 🧡🐋:
Skirt + knitted coverup; @_thrift_in_the_city_ , Valletta
White bra; Birgu Carboot Sale
Bag; a charity pop up by Hospice
Outfit 3 🎸🌪️
Vest + Jeans; @_thrift_in_the_city_ , Valletta
White cropped tee; HUGS, Mosta
Start of the video;
Bra by @slinky.and.co , robe thrifted from Vintage plus Fleur De Lys & pants from the Birgu carboot sale 🍸🌪️✨
-
-
#helpmepick #malta #thriftmalta #thrifted #thriftvalletta",Video,-1,26,2392.0,24776.0,57.515,https://instagram.fwzy1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOWO6PagqcHyOjKlHjJNlc-mW7EhhkiytHw1HYk5YD5egxEb0hdBFEq2pxRq0Z3X1svMLHqDgn4pgybX_vYLXz9ePzGBTEo229Nrk8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=105&vs=535703002404196_2342827189&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zQjRGMzMwMkJBMTVBREIyMDNCRTk5MEI4RjRFMUQ5Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dMWjh3QnNYVnRoY3RUZ0RBQURmRXhUNVJIMXhicV9FQUFBRhUCAsgBACgAGAAbABUAACbOxOCbmP%2FqQBUCKAJDMywXQEzAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=214f7fd691&ccb=9-4&oh=00_AYCwDdVOMf4oDFtqkQhwlMR-Ilb6lItwfRo9EyKGyO0XqA&oe=6766FDC9&_nc_sid=10d13b,"The Weeknd, Anitta",3760028450930459.0,False,,São Paulo,False,False,,helpmepick,malta,thriftmalta,thrifted,thriftvalletta,,,,,,,,,,,,,17648
3495443374987786387,user4,2024-11-06T16:09:03.000Z,Malta,"Here are some besos & outfits i’ve worn to @_thrift_in_the_city_ lately 💘 it’s FINALLY time to start wearing some autumnal pieces; aka, my favourite fashion season of the year 🍂✨ which outfit is your favourite? 👀 let me know! (Psssstttt…mostly everything is THRIFTED! 🤭)
-
-
-
#outfitsoftheweek #ootd #thriftfashion #thriftmalta #malta",Sidecar,-1,6,,,,,,,,,,,False,,outfitsoftheweek,ootd,thriftfashion,thriftmalta,malta,,,,,,,,,,,,,17648
3483610749483971335,user5,2024-10-21T08:19:44.000Z,,Posting the last look before bangs before it becomes too old bc thrifted denim from the men’s section just hits different🤓,Sidecar,203,3,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,9344
3481630568047883362,user4,2024-10-18T14:45:28.000Z,Malta,"Me + thrifted items = a never ending love story 💘 I absolutely adore exploring different styles- from my recently thrifted cow vest (i love it 😭💘) to endless denim items 🩵 which look was your fav? 1-9? 🧚‍♀️
-
They’re all thrifted from @_thrift_in_the_city_ , stepping stone & the birgu carboot sale! 💘 oh, & some of them are from bubba’s closet 🤫 
-
-
#secondhandmalta #thriftmalta #thriftvalletta #malta #ootd #outfitsoftheweek",Sidecar,393,12,,,,,,,,,,,False,,secondhandmalta,thriftmalta,thriftvalletta,malta,ootd,outfitsoftheweek,,,,,,,,,,,,17648
